sp;site;orig;ID;ind;blk;trt;DOY;size_end;Torig;Porig;Tdest;Pdest
LEO;GUD;GUD;G_P_8;Lg34;Lg3;c;245;2.5;5.87;1925;5.87;1925
LEO;GUD;GUD;G_P_6;Lg35;Lg3;c;245;3.5;5.87;1925;5.87;1925
LEO;GUD;GUD;G_P_1;Lg36;Lg3;c;245;3.5;5.87;1925;5.87;1925
LEO;GUD;GUD;G_C_3;Lg37;Lg3;c;245;2.5;5.87;1925;5.87;1925
LEO;GUD;GUD;G_P_2;Lg38;Lg3;c;245;3.5;5.87;1925;5.87;1925
LEO;GUD;GUD;G_C_2;Lg39;Lg3;c;245;5.5;5.87;1925;5.87;1925
LEO;GUD;GUD;G_P_4;Lg40;Lg3;c;245;2;5.87;1925;5.87;1925
LEO;GUD;GUD;G_C_5;Lg41;Lg3;c;245;2.5;5.87;1925;5.87;1925
LEO;GUD;GUD;G_P_7;Lg42;Lg3;c;245;2;5.87;1925;5.87;1925
LEO;GUD;GUD;G_C_1;Lg43;Lg3;c;245;3.5;5.87;1925;5.87;1925
LEO;GUD;GUD;G_C_4;Lg44;Lg3;c;245;3;5.87;1925;5.87;1925
LEO;GUD;GUD;G_P_5;Lg45;Lg3;c;245;2;5.87;1925;5.87;1925
LEO;GUD;GUD;G_C_6;Lg46;Lg4;c;245;4;5.87;1925;5.87;1925
LEO;GUD;GUD;G_P_1;Lg47;Lg4;c;245;3;5.87;1925;5.87;1925
LEO;GUD;GUD;G_C_4;Lg48;Lg4;c;245;2;5.87;1925;5.87;1925
LEO;GUD;GUD;G_C_3;Lg49;Lg4;c;245;2;5.87;1925;5.87;1925
LEO;GUD;GUD;G_C_1;Lg50;Lg4;c;245;2;5.87;1925;5.87;1925
LEO;GUD;GUD;G_C_7;Lg51;Lg4;c;245;3;5.87;1925;5.87;1925
LEO;GUD;GUD;G_C_2;Lg52;Lg4;c;245;2;5.87;1925;5.87;1925
LEO;GUD;GUD;G_P_6;Lg53;Lg4;c;245;2;5.87;1925;5.87;1925
LEO;GUD;GUD;G_P_3;Lg54;Lg4;c;245;3;5.87;1925;5.87;1925
LEO;GUD;GUD;G_P_2;Lg55;Lg4;c;245;2.5;5.87;1925;5.87;1925
LEO;GUD;GUD;G_P_7;Lg56;Lg4;c;245;2;5.87;1925;5.87;1925
LEO;GUD;GUD;G_C_5;Lg57;Lg4;c;245;3;5.87;1925;5.87;1925
LEO;GUD;GUD;G_P_5;Lg58;Lg4;c;245;4;5.87;1925;5.87;1925
LEO;GUD;GUD;G_P_8;Lg59;Lg4;c;245;4;5.87;1925;5.87;1925
LEO;GUD;GUD;G_P_4;Lg60;Lg4;c;245;2.5;5.87;1925;5.87;1925
LEO;RAM;RAM;R_C_4;Lr1;Lr1;c;246;3.5;8.77;1848;8.77;1848
LEO;RAM;RAM;R_C_3;Lr2;Lr1;c;246;4;8.77;1848;8.77;1848
LEO;RAM;GUD;G_C_2;Lr3;Lr1;wa;246;3;5.87;1925;8.77;1848
LEO;RAM;GUD;G_P_4;Lr4;Lr1;wa;246;3;5.87;1925;8.77;1848
LEO;RAM;GUD;G_P_9;Lr5;Lr1;wa;246;2.5;5.87;1925;8.77;1848
LEO;RAM;RAM;R_C_5;Lr6;Lr1;c;246;1.5;8.77;1848;8.77;1848
LEO;RAM;RAM;R_C_1;Lr7;Lr1;c;246;1.5;8.77;1848;8.77;1848
LEO;RAM;RAM;R_P_2;Lr8;Lr1;c;246;3.5;8.77;1848;8.77;1848
LEO;RAM;GUD;G_P_8;Lr9;Lr1;wa;246;NA;5.87;1925;8.77;1848
LEO;RAM;RAM;R_C_2;Lr10;Lr1;c;246;3;8.77;1848;8.77;1848
LEO;RAM;GUD;G_C_5;Lr11;Lr1;wa;246;NA;5.87;1925;8.77;1848
LEO;RAM;GUD;G_C_1;Lr12;Lr1;wa;246;NA;5.87;1925;8.77;1848
LEO;RAM;GUD;G_C_4;Lr13;Lr1;wa;246;5.5;5.87;1925;8.77;1848
LEO;RAM;RAM;R_P_3;Lr14;Lr1;c;246;4;8.77;1848;8.77;1848
LEO;RAM;GUD;G_P_3;Lr15;Lr1;wa;246;4;5.87;1925;8.77;1848
LEO;RAM;RAM;R_P_4;Lr16;Lr1;c;246;1.5;8.77;1848;8.77;1848
LEO;RAM;GUD;G_C_7;Lr17;Lr1;wa;246;1.5;5.87;1925;8.77;1848
LEO;RAM;RAM;R_C_6;Lr18;Lr1;c;246;2;8.77;1848;8.77;1848
LEO;RAM;RAM;R_C_7;Lr19;Lr1;c;246;2;8.77;1848;8.77;1848
LEO;RAM;GUD;G_P_2;Lr20;Lr1;wa;246;4;5.87;1925;8.77;1848
LEO;RAM;GUD;G_C_6;Lr21;Lr1;wa;246;4.5;5.87;1925;8.77;1848
LEO;RAM;GUD;G_P_6;Lr22;Lr1;wa;246;3;5.87;1925;8.77;1848
LEO;RAM;GUD;G_P_1;Lr23;Lr1;wa;246;4;5.87;1925;8.77;1848
LEO;RAM;RAM;R_P_6;Lr24;Lr1;c;246;2.5;8.77;1848;8.77;1848
LEO;RAM;GUD;G_C_8;Lr25;Lr1;wa;246;3;5.87;1925;8.77;1848
LEO;RAM;GUD;G_P_7;Lr26;Lr1;wa;246;3.5;5.87;1925;8.77;1848
LEO;RAM;GUD;G_C_3;Lr27;Lr1;wa;246;4;5.87;1925;8.77;1848
LEO;RAM;RAM;R_P_1;Lr28;Lr1;c;246;6;8.77;1848;8.77;1848
LEO;RAM;RAM;R_P_5;Lr29;Lr1;c;246;3;8.77;1848;8.77;1848
LEO;RAM;GUD;G_P_5;Lr30;Lr1;wa;246;4;5.87;1925;8.77;1848
LEO;RAM;GUD;G_C_10;Lr31;Lr1;wa;246;1.5;5.87;1925;8.77;1848
LEO;RAM;GUD;G_P_10;Lr32;Lr1;wa;246;3.5;5.87;1925;8.77;1848
LEO;RAM;GUD;G_P_11;Lr33;Lr1;wa;246;3.5;5.87;1925;8.77;1848
LEO;RAM;GUD;G_C_9;Lr34;Lr1;wa;246;3;5.87;1925;8.77;1848
LEO;RAM;RAM;R_P_7;Lr35;Lr1;c;246;2.5;8.77;1848;8.77;1848
LEO;RAM;RAM;R_C_4;Lr36;Lr2;c;246;2.5;8.77;1848;8.77;1848
LEO;RAM;RAM;R_P_3;Lr37;Lr2;c;246;5.5;8.77;1848;8.77;1848
LEO;RAM;RAM;R_C_6;Lr38;Lr2;c;246;5.5;8.77;1848;8.77;1848
LEO;RAM;GUD;G_C_3;Lr39;Lr2;wa;246;3;5.87;1925;8.77;1848
LEO;RAM;RAM;R_P_1;Lr40;Lr2;c;246;2.5;8.77;1848;8.77;1848
LEO;RAM;RAM;R_C_5;Lr41;Lr2;c;246;4;8.77;1848;8.77;1848
LEO;RAM;RAM;R_C_1;Lr42;Lr2;c;246;4;8.77;1848;8.77;1848
LEO;RAM;GUD;G_P_9;Lr43;Lr2;wa;246;1.5;5.87;1925;8.77;1848
LEO;RAM;GUD;G_P_5;Lr44;Lr2;wa;246;5.5;5.87;1925;8.77;1848
LEO;RAM;GUD;G_C_4;Lr45;Lr2;wa;246;3;5.87;1925;8.77;1848
LEO;RAM;GUD;G_P_1;Lr46;Lr2;wa;246;5;5.87;1925;8.77;1848
LEO;RAM;RAM;R_C_7;Lr47;Lr2;c;246;2;8.77;1848;8.77;1848
LEO;RAM;RAM;R_C_3;Lr48;Lr2;c;246;3;8.77;1848;8.77;1848
LEO;RAM;GUD;G_C_2;Lr49;Lr2;wa;246;3;5.87;1925;8.77;1848
LEO;RAM;GUD;G_C_6;Lr50;Lr2;wa;246;1.5;5.87;1925;8.77;1848
LEO;RAM;RAM;R_P_2;Lr51;Lr2;c;246;2;8.77;1848;8.77;1848
LEO;RAM;GUD;G_C_7;Lr52;Lr2;wa;246;3.5;5.87;1925;8.77;1848
LEO;RAM;GUD;G_P_6;Lr53;Lr2;wa;246;3.5;5.87;1925;8.77;1848
LEO;RAM;RAM;R_C_2;Lr54;Lr2;c;246;3;8.77;1848;8.77;1848
LEO;RAM;GUD;G_P_4;Lr55;Lr2;wa;246;4;5.87;1925;8.77;1848
LEO;RAM;GUD;G_C_1;Lr56;Lr2;wa;246;3.5;5.87;1925;8.77;1848
LEO;RAM;GUD;G_P_2;Lr57;Lr2;wa;246;2.5;5.87;1925;8.77;1848
LEO;RAM;GUD;G_C_8;Lr58;Lr2;wa;246;4;5.87;1925;8.77;1848
LEO;RAM;RAM;R_C_8;Lr59;Lr2;c;246;4;8.77;1848;8.77;1848
LEO;RAM;GUD;G_C_5;Lr60;Lr2;wa;246;6;5.87;1925;8.77;1848
LEO;RAM;RAM;R_P_7;Lr61;Lr2;c;246;2.5;8.77;1848;8.77;1848
LEO;RAM;GUD;G_P_7;Lr62;Lr2;wa;246;3.5;5.87;1925;8.77;1848
LEO;RAM;RAM;R_P_8;Lr63;Lr2;c;246;4;8.77;1848;8.77;1848
LEO;RAM;RAM;R_P_5;Lr64;Lr2;c;246;5.5;8.77;1848;8.77;1848
LEO;RAM;GUD;G_C_9;Lr65;Lr2;wa;246;5.5;5.87;1925;8.77;1848
LEO;RAM;RAM;R_P_6;Lr66;Lr2;c;246;6;8.77;1848;8.77;1848
LEO;RAM;GUD;G_P_9;Lr67;Lr2;wa;246;5;5.87;1925;8.77;1848
LEO;RAM;RAM;R_P_4;Lr68;Lr2;c;246;3.5;8.77;1848;8.77;1848
LEO;RAM;GUD;G_P_8;Lr69;Lr2;wa;246;3;5.87;1925;8.77;1848
LEO;RAM;GUD;G_C_10;Lr70;Lr2;wa;246;3;5.87;1925;8.77;1848
LEO;RAM;GUD;G_P_6;Lr71;Lr3;wa;246;6;5.87;1925;8.77;1848
LEO;RAM;GUD;G_C_7;Lr72;Lr3;wa;246;3;5.87;1925;8.77;1848
LEO;RAM;RAM;R_C_2;Lr73;Lr3;c;246;2.5;8.77;1848;8.77;1848
LEO;RAM;RAM;R_C_3;Lr74;Lr3;c;246;2.5;8.77;1848;8.77;1848
LEO;RAM;GUD;G_C_1;Lr75;Lr3;wa;246;2.5;5.87;1925;8.77;1848
LEO;RAM;RAM;R_C_4;Lr76;Lr3;c;246;4;8.77;1848;8.77;1848
LEO;RAM;GUD;G_C_3;Lr77;Lr3;wa;246;1.5;5.87;1925;8.77;1848
LEO;RAM;RAM;R_P_5;Lr78;Lr3;c;246;4;8.77;1848;8.77;1848
LEO;RAM;GUD;G_P_3;Lr79;Lr3;wa;246;3;5.87;1925;8.77;1848
LEO;RAM;GUD;G_P_2;Lr80;Lr3;wa;246;5;5.87;1925;8.77;1848
LEO;RAM;GUD;G_P_1;Lr81;Lr3;wa;246;3.5;5.87;1925;8.77;1848
LEO;RAM;GUD;G_C_2;Lr82;Lr3;wa;246;5;5.87;1925;8.77;1848
LEO;RAM;RAM;R_P_1;Lr83;Lr3;c;246;4;8.77;1848;8.77;1848
LEO;RAM;RAM;R_C_1;Lr84;Lr3;c;246;2;8.77;1848;8.77;1848
LEO;RAM;GUD;G_P_9;Lr85;Lr3;wa;246;5.5;5.87;1925;8.77;1848
LEO;RAM;RAM;R_P_7;Lr86;Lr3;c;246;2.5;8.77;1848;8.77;1848
LEO;RAM;GUD;G_P_8;Lr87;Lr3;wa;246;5.5;5.87;1925;8.77;1848
LEO;RAM;GUD;G_P_7;Lr88;Lr3;wa;246;5.5;5.87;1925;8.77;1848
LEO;RAM;RAM;R_P_6;Lr89;Lr3;c;246;4.5;8.77;1848;8.77;1848
LEO;RAM;RAM;R_C_8;Lr90;Lr3;c;246;3;8.77;1848;8.77;1848
LEO;RAM;GUD;G_C_6;Lr91;Lr3;wa;246;3;5.87;1925;8.77;1848
LEO;RAM;RAM;R_P_3;Lr92;Lr3;c;246;3.5;8.77;1848;8.77;1848
LEO;RAM;RAM;R_P_8;Lr93;Lr3;c;246;3;8.77;1848;8.77;1848
LEO;RAM;GUD;G_C_10;Lr94;Lr3;wa;246;4.5;5.87;1925;8.77;1848
LEO;RAM;GUD;G_C_5;Lr95;Lr3;wa;246;4;5.87;1925;8.77;1848
LEO;RAM;RAM;R_P_2;Lr96;Lr3;c;246;2.5;8.77;1848;8.77;1848
LEO;RAM;RAM;R_C_7;Lr97;Lr3;c;246;1;8.77;1848;8.77;1848
LEO;RAM;RAM;R_C_5;Lr98;Lr3;c;246;1.5;8.77;1848;8.77;1848
LEO;RAM;GUD;G_P_5;Lr99;Lr3;wa;246;2;5.87;1925;8.77;1848
LEO;RAM;GUD;G_C_4;Lr100;Lr3;wa;246;3.5;5.87;1925;8.77;1848
LEO;RAM;GUD;G_P_4;Lr101;Lr3;wa;246;1.5;5.87;1925;8.77;1848
LEO;RAM;GUD;G_C_8;Lr102;Lr3;wa;246;2;5.87;1925;8.77;1848
LEO;RAM;RAM;R_C_6;Lr103;Lr3;c;246;2;8.77;1848;8.77;1848
LEO;RAM;GUD;G_C_9;Lr104;Lr3;wa;246;5;5.87;1925;8.77;1848
LEO;RAM;RAM;R_P_4;Lr105;Lr3;c;246;7;8.77;1848;8.77;1848
LEO;RAM;GUD;G_C_1;Lr106;Lr4;wa;246;5;5.87;1925;8.77;1848
LEO;RAM;GUD;G_P_7;Lr107;Lr4;wa;246;4;5.87;1925;8.77;1848
LEO;RAM;GUD;G_P_1;Lr108;Lr4;wa;246;7.5;5.87;1925;8.77;1848
LEO;RAM;RAM;R_P_1;Lr109;Lr4;c;246;5;8.77;1848;8.77;1848
LEO;RAM;GUD;G_C_6;Lr110;Lr4;wa;246;5;5.87;1925;8.77;1848
LEO;RAM;GUD;G_P_2;Lr111;Lr4;wa;246;2;5.87;1925;8.77;1848
LEO;RAM;RAM;R_C_5;Lr112;Lr4;c;246;4.5;8.77;1848;8.77;1848
LEO;RAM;RAM;R_P_4;Lr113;Lr4;c;246;5.5;8.77;1848;8.77;1848
LEO;RAM;GUD;G_P_3;Lr114;Lr4;wa;246;5;5.87;1925;8.77;1848
LEO;RAM;RAM;R_C_3;Lr115;Lr4;c;246;6;8.77;1848;8.77;1848
LEO;RAM;GUD;G_P_6;Lr116;Lr4;wa;246;5;5.87;1925;8.77;1848
LEO;RAM;RAM;R_P_3;Lr117;Lr4;c;246;5.5;8.77;1848;8.77;1848
LEO;RAM;RAM;R_C_1;Lr118;Lr4;c;246;5.5;8.77;1848;8.77;1848
LEO;RAM;GUD;G_P_10;Lr119;Lr4;wa;246;7;5.87;1925;8.77;1848
LEO;RAM;RAM;R_P_7;Lr120;Lr4;c;246;4.5;8.77;1848;8.77;1848
LEO;RAM;RAM;R_C_7;Lr121;Lr4;c;246;6;8.77;1848;8.77;1848
LEO;RAM;GUD;G_P_9;Lr122;Lr4;wa;246;3.5;5.87;1925;8.77;1848
LEO;RAM;GUD;G_C_5;Lr123;Lr4;wa;246;3.5;5.87;1925;8.77;1848
LEO;RAM;RAM;R_C_2;Lr124;Lr4;c;246;4.5;8.77;1848;8.77;1848
LEO;RAM;GUD;G_C_4;Lr125;Lr4;wa;246;5;5.87;1925;8.77;1848
LEO;RAM;RAM;R_P_6;Lr126;Lr4;c;246;4;8.77;1848;8.77;1848
LEO;RAM;GUD;G_P_11;Lr127;Lr4;wa;246;3.5;5.87;1925;8.77;1848
LEO;RAM;GUD;G_C_3;Lr128;Lr4;wa;246;5.5;5.87;1925;8.77;1848
LEO;RAM;GUD;G_C_10;Lr129;Lr4;wa;246;4;5.87;1925;8.77;1848
LEO;RAM;GUD;G_C_8;Lr130;Lr4;wa;246;4;5.87;1925;8.77;1848
LEO;RAM;RAM;R_C_4;Lr131;Lr4;c;246;5.5;8.77;1848;8.77;1848
LEO;RAM;GUD;G_C_2;Lr132;Lr4;wa;246;4;5.87;1925;8.77;1848
LEO;RAM;GUD;G_P_5;Lr133;Lr4;wa;246;5;5.87;1925;8.77;1848
LEO;RAM;RAM;R_P_2;Lr134;Lr4;c;246;4;8.77;1848;8.77;1848
LEO;RAM;GUD;G_C_7;Lr135;Lr4;wa;246;4.5;5.87;1925;8.77;1848
LEO;RAM;GUD;G_P_4;Lr136;Lr4;wa;246;6.5;5.87;1925;8.77;1848
LEO;RAM;GUD;G_C_9;Lr137;Lr4;wa;246;6.5;5.87;1925;8.77;1848
LEO;RAM;RAM;R_P_5;Lr138;Lr4;c;246;3;8.77;1848;8.77;1848
LEO;RAM;GUD;G_P_8;Lr139;Lr4;wa;246;3.5;5.87;1925;8.77;1848
LEO;RAM;RAM;R_C_6;Lr140;Lr4;c;246;4;8.77;1848;8.77;1848
LEO;SKJ;SKJ;S_P_6;Ls1;Ls1;c;245;3;6.58;2725;6.58;2725
LEO;SKJ;SKJ;S_P_4;Ls2;Ls1;c;245;2;6.58;2725;6.58;2725
LEO;SKJ;SKJ;S_C_2;Ls3;Ls1;c;245;1;6.58;2725;6.58;2725
LEO;SKJ;GUD;G_P_3;Ls4;Ls1;we;245;3;5.87;1925;6.58;2725
LEO;SKJ;GUD;G_C_6;Ls5;Ls1;we;245;3;5.87;1925;6.58;2725
LEO;SKJ;SKJ;S_P_1;Ls6;Ls1;c;245;3.5;6.58;2725;6.58;2725
LEO;SKJ;SKJ;S_P_7;Ls7;Ls1;c;245;2;6.58;2725;6.58;2725
LEO;SKJ;SKJ;S_C_6;Ls8;Ls1;c;245;1.5;6.58;2725;6.58;2725
LEO;SKJ;GUD;G_C_5;Ls9;Ls1;we;245;2.5;5.87;1925;6.58;2725
LEO;SKJ;GUD;G_C_7;Ls10;Ls1;we;245;3;5.87;1925;6.58;2725
LEO;SKJ;GUD;G_P_8;Ls11;Ls1;we;245;2;5.87;1925;6.58;2725
LEO;SKJ;SKJ;S_P_2;Ls12;Ls1;c;245;2.5;6.58;2725;6.58;2725
LEO;SKJ;GUD;G_C_4;Ls13;Ls1;we;245;1.5;5.87;1925;6.58;2725
LEO;SKJ;GUD;G_C_1;Ls14;Ls1;we;245;2;5.87;1925;6.58;2725
LEO;SKJ;GUD;G_P_6;Ls15;Ls1;we;245;2;5.87;1925;6.58;2725
LEO;SKJ;GUD;G_C_3;Ls16;Ls1;we;245;4.5;5.87;1925;6.58;2725
LEO;SKJ;SKJ;S_C_1;Ls17;Ls1;c;245;4;6.58;2725;6.58;2725
LEO;SKJ;GUD;G_C_2;Ls18;Ls1;we;245;2.5;5.87;1925;6.58;2725
LEO;SKJ;SKJ;S_C_7;Ls19;Ls1;c;245;2.5;6.58;2725;6.58;2725
LEO;SKJ;GUD;G_C_8;Ls20;Ls1;we;245;2.5;5.87;1925;6.58;2725
LEO;SKJ;SKJ;S_C_3;Ls21;Ls1;c;245;2;6.58;2725;6.58;2725
LEO;SKJ;SKJ;S_C_4;Ls22;Ls1;c;245;2.5;6.58;2725;6.58;2725
LEO;SKJ;GUD;G_P_1;Ls23;Ls1;we;245;3;5.87;1925;6.58;2725
LEO;SKJ;GUD;G_P_7;Ls24;Ls1;we;245;2.5;5.87;1925;6.58;2725
LEO;SKJ;GUD;G_P_4;Ls25;Ls1;we;245;2;5.87;1925;6.58;2725
LEO;SKJ;GUD;G_P_2;Ls26;Ls1;we;245;2.5;5.87;1925;6.58;2725
LEO;SKJ;GUD;G_P_5;Ls27;Ls1;we;245;2.5;5.87;1925;6.58;2725
LEO;SKJ;SKJ;S_P_3;Ls28;Ls1;c;245;2;6.58;2725;6.58;2725
LEO;SKJ;GUD;G_C_9;Ls29;Ls1;we;245;1.5;5.87;1925;6.58;2725
LEO;SKJ;GUD;G_P_9;Ls30;Ls1;we;245;2.5;5.87;1925;6.58;2725
LEO;SKJ;SKJ;S_P_9;Ls31;Ls1;c;245;2;6.58;2725;6.58;2725
LEO;SKJ;SKJ;S_C_8;Ls32;Ls1;c;245;3;6.58;2725;6.58;2725
LEO;SKJ;SKJ;S_P_8;Ls33;Ls1;c;245;3.5;6.58;2725;6.58;2725
LEO;SKJ;SKJ;S_P_5;Ls34;Ls1;c;245;3.5;6.58;2725;6.58;2725
LEO;SKJ;SKJ;S_C_5;Ls35;Ls1;c;245;1.5;6.58;2725;6.58;2725
LEO;SKJ;GUD;G_C_8;Ls36;Ls2;we;245;NA;5.87;1925;6.58;2725
LEO;SKJ;SKJ;S_P_2;Ls37;Ls2;c;245;1.5;6.58;2725;6.58;2725
LEO;SKJ;GUD;G_C_4;Ls38;Ls2;we;245;2.5;5.87;1925;6.58;2725
LEO;SKJ;GUD;G_P_4;Ls39;Ls2;we;245;1.5;5.87;1925;6.58;2725
LEO;SKJ;GUD;G_P_8;Ls40;Ls2;we;245;2;5.87;1925;6.58;2725
LEO;SKJ;GUD;G_C_7;Ls41;Ls2;we;245;2.5;5.87;1925;6.58;2725
LEO;SKJ;GUD;G_C_11;Ls42;Ls2;we;245;NA;5.87;1925;6.58;2725
LEO;SKJ;GUD;G_P_9;Ls43;Ls2;we;245;2;5.87;1925;6.58;2725
LEO;SKJ;GUD;G_C_1;Ls44;Ls2;we;245;2.5;5.87;1925;6.58;2725
LEO;SKJ;SKJ;S_C_6;Ls45;Ls2;c;245;1.5;6.58;2725;6.58;2725
LEO;SKJ;SKJ;S_C_2;Ls46;Ls2;c;245;2.5;6.58;2725;6.58;2725
LEO;SKJ;SKJ;S_C_1;Ls47;Ls2;c;245;2;6.58;2725;6.58;2725
LEO;SKJ;GUD;G_P_2;Ls48;Ls2;we;245;2;5.87;1925;6.58;2725
LEO;SKJ;SKJ;S_C_3;Ls49;Ls2;c;245;2;6.58;2725;6.58;2725
LEO;SKJ;GUD;G_C_2;Ls50;Ls2;we;245;3.5;5.87;1925;6.58;2725
LEO;SKJ;GUD;G_C_3;Ls51;Ls2;we;245;2.5;5.87;1925;6.58;2725
LEO;SKJ;GUD;G_C_10;Ls52;Ls2;we;245;3;5.87;1925;6.58;2725
LEO;SKJ;GUD;G_P_1;Ls53;Ls2;we;245;3;5.87;1925;6.58;2725
LEO;SKJ;GUD;G_P_3;Ls54;Ls2;we;245;2;5.87;1925;6.58;2725
LEO;SKJ;SKJ;S_P_1;Ls55;Ls2;c;245;2;6.58;2725;6.58;2725
LEO;SKJ;SKJ;S_P_3;Ls56;Ls2;c;245;3;6.58;2725;6.58;2725
LEO;SKJ;SKJ;S_P_4;Ls57;Ls2;c;245;2;6.58;2725;6.58;2725
LEO;SKJ;SKJ;S_P_6*;Ls58;Ls2;c;245;3;6.58;2725;6.58;2725
LEO;SKJ;GUD;G_C_5;Ls59;Ls2;we;245;3;5.87;1925;6.58;2725
LEO;SKJ;GUD;G_P_5;Ls60;Ls2;we;245;2;5.87;1925;6.58;2725
LEO;SKJ;GUD;G_C_6;Ls61;Ls2;we;245;2;5.87;1925;6.58;2725
LEO;SKJ;SKJ;S_C_4;Ls62;Ls2;c;245;1;6.58;2725;6.58;2725
LEO;SKJ;SKJ;S_C_5;Ls63;Ls2;c;245;1;6.58;2725;6.58;2725
LEO;SKJ;SKJ;S_C_7;Ls64;Ls2;c;245;1.5;6.58;2725;6.58;2725
LEO;SKJ;GUD;G_P_10;Ls65;Ls2;we;245;5;5.87;1925;6.58;2725
LEO;SKJ;GUD;G_P_11;Ls66;Ls2;we;245;4;5.87;1925;6.58;2725
LEO;SKJ;GUD;G_C_9;Ls67;Ls2;we;245;2.5;5.87;1925;6.58;2725
LEO;SKJ;GUD;G_P_6;Ls68;Ls2;we;245;2;5.87;1925;6.58;2725
LEO;SKJ;SKJ;S_P_5;Ls69;Ls2;c;245;2;6.58;2725;6.58;2725
LEO;SKJ;GUD;G_P_7;Ls70;Ls2;we;245;2;5.87;1925;6.58;2725
LEO;SKJ;GUD;G_C_7;Ls71;Ls3;we;245;4;5.87;1925;6.58;2725
LEO;SKJ;GUD;G_C_1;Ls72;Ls3;we;245;2;5.87;1925;6.58;2725
LEO;SKJ;SKJ;S_C_2;Ls73;Ls3;c;245;1.5;6.58;2725;6.58;2725
LEO;SKJ;GUD;G_C_2;Ls74;Ls3;we;245;1.5;5.87;1925;6.58;2725
LEO;SKJ;GUD;G_C_8;Ls75;Ls3;we;245;NA;5.87;1925;6.58;2725
LEO;SKJ;GUD;G_P_5;Ls76;Ls3;we;245;2.5;5.87;1925;6.58;2725
LEO;SKJ;SKJ;S_C_1;Ls77;Ls3;c;245;3;6.58;2725;6.58;2725
LEO;SKJ;SKJ;S_P_1;Ls78;Ls3;c;245;2.5;6.58;2725;6.58;2725
LEO;SKJ;SKJ;S_C_5;Ls79;Ls3;c;245;2;6.58;2725;6.58;2725
LEO;SKJ;GUD;G_P_1;Ls80;Ls3;we;245;2.5;5.87;1925;6.58;2725
LEO;SKJ;GUD;G_P_6;Ls81;Ls3;we;245;1.5;5.87;1925;6.58;2725
LEO;SKJ;SKJ;S_P_6;Ls82;Ls3;c;245;3;6.58;2725;6.58;2725
LEO;SKJ;GUD;G_C_9;Ls83;Ls3;we;245;NA;5.87;1925;6.58;2725
LEO;SKJ;SKJ;S_P_2;Ls84;Ls3;c;245;1.5;6.58;2725;6.58;2725
LEO;SKJ;GUD;G_P_11;Ls85;Ls3;we;245;2.5;5.87;1925;6.58;2725
LEO;SKJ;GUD;G_P_9;Ls86;Ls3;we;245;3;5.87;1925;6.58;2725
LEO;SKJ;GUD;G_C_4;Ls87;Ls3;we;245;2.5;5.87;1925;6.58;2725
LEO;SKJ;GUD;G_P_3;Ls88;Ls3;we;245;2;5.87;1925;6.58;2725
LEO;SKJ;GUD;G_P_10;Ls89;Ls3;we;245;1.5;5.87;1925;6.58;2725
LEO;SKJ;GUD;G_P_8;Ls90;Ls3;we;245;2.5;5.87;1925;6.58;2725
LEO;SKJ;SKJ;S_P_7;Ls91;Ls3;c;245;1;6.58;2725;6.58;2725
LEO;SKJ;GUD;G_C_3;Ls92;Ls3;we;245;2;5.87;1925;6.58;2725
LEO;SKJ;SKJ;S_C_4;Ls93;Ls3;c;245;1.5;6.58;2725;6.58;2725
LEO;SKJ;GUD;G_C_6;Ls94;Ls3;we;245;3;5.87;1925;6.58;2725
LEO;SKJ;SKJ;S_P_4;Ls95;Ls3;c;245;1.5;6.58;2725;6.58;2725
LEO;SKJ;SKJ;S_P_3;Ls96;Ls3;c;245;2;6.58;2725;6.58;2725
LEO;SKJ;GUD;G_P_2;Ls97;Ls3;we;245;1.5;5.87;1925;6.58;2725
LEO;SKJ;GUD;G_C_10;Ls98;Ls3;we;245;2;5.87;1925;6.58;2725
LEO;SKJ;GUD;G_C_11;Ls99;Ls3;we;245;2;5.87;1925;6.58;2725
LEO;SKJ;SKJ;S_C_3;Ls100;Ls3;c;245;2;6.58;2725;6.58;2725
LEO;SKJ;GUD;G_P_7;Ls101;Ls3;we;245;2.5;5.87;1925;6.58;2725
LEO;SKJ;GUD;G_C_5;Ls102;Ls3;we;245;1.5;5.87;1925;6.58;2725
LEO;SKJ;SKJ;S_P_5;Ls103;Ls3;c;245;2.5;6.58;2725;6.58;2725
LEO;SKJ;SKJ;S_C_6;Ls104;Ls3;c;245;1.5;6.58;2725;6.58;2725
LEO;SKJ;GUD;G_P_4;Ls105;Ls3;we;245;2.5;5.87;1925;6.58;2725
LEO;SKJ;SKJ;S_P_1;Ls106;Ls4;c;245;2;6.58;2725;6.58;2725
LEO;SKJ;SKJ;S_P_6;Ls107;Ls4;c;245;2.5;6.58;2725;6.58;2725
LEO;SKJ;SKJ;S_C_1;Ls108;Ls4;c;245;3;6.58;2725;6.58;2725
LEO;SKJ;SKJ;S_C_7;Ls109;Ls4;c;245;2;6.58;2725;6.58;2725
LEO;SKJ;SKJ;S_C_2;Ls110;Ls4;c;245;2.5;6.58;2725;6.58;2725
LEO;SKJ;GUD;G_P_1;Ls111;Ls4;we;245;2.5;5.87;1925;6.58;2725
LEO;SKJ;GUD;G_C_5;Ls112;Ls4;we;245;3;5.87;1925;6.58;2725
LEO;SKJ;SKJ;S_P_8;Ls113;Ls4;c;245;3;6.58;2725;6.58;2725
