sp;site;orig;ID;ind;TD;PD;TO;PO;trt;sm;doy.bs;s.ter;dogs.bs;doy.bp;s.ter;dogs.bp;doy.f;s.ter;dogs.f;doy.s;s.ter;dogs.s;doy.rs;s.ter;dogs.rs
RAN;VES;GUD;G_P_1;v90;8.67;3029;5.87;1925;ww;174;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RAN;VES;VES;V_C_2;v91;8.67;3029;8.67;3029;c;174;196;239.6495166;22;204;305.6636946;30;224;305.6636946;50;232;604.2357663;58;244;738.0980949;70
RAN;VES;GUD;G_C_3;v92;8.67;3029;5.87;1925;ww;174;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RAN;VES;SKJ;S_P_4;v93;8.67;3029;6.58;2725;wa;174;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RAN;VES;GUD;G_P_8;v94;8.67;3029;5.87;1925;ww;174;NA;NA;NA;188;165.2710541;14;204;305.6636946;30;218;435.9459558;44;239;695.0080707;65
RAN;VES;VES;V_P_6;v95;8.67;3029;8.67;3029;c;174;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RAN;VES;GUD;G_C_6;v96;8.67;3029;5.87;1925;ww;174;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RAN;VES;GUD;G_C_5;v97;8.67;3029;5.87;1925;ww;174;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RAN;VES;SKJ;S_P_11;v98;8.67;3029;6.58;2725;wa;174;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RAN;VES;VES;V_C_6;v99;8.67;3029;8.67;3029;c;174;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RAN;VES;VES;V_C_9;v100;8.67;3029;8.67;3029;c;174;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RAN;VES;VES;V_P_8;v101;8.67;3029;8.67;3029;c;174;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RAN;VES;SKJ;S_C_4;v102;8.67;3029;6.58;2725;wa;174;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RAN;VES;SKJ;S_P_6;v103;8.67;3029;6.58;2725;wa;174;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RAN;VES;GUD;G_P_10;v104;8.67;3029;5.87;1925;ww;174;NA;NA;NA;188;165.2710541;14;204;305.6636946;30;210;362.0629548;36;239;695.0080707;65
RAN;VES;GUD;G_C_4;v105;8.67;3029;5.87;1925;ww;174;NA;NA;NA;188;165.2710541;14;204;305.6636946;30;218;435.9459558;44;239;695.0080707;65
RAN;VES;SKJ;S_C_8;v106;8.67;3029;6.58;2725;wa;174;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RAN;VES;GUD;G_C_7;v107;8.67;3029;5.87;1925;ww;174;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RAN;VES;SKJ;S_C_9;v108;8.67;3029;6.58;2725;wa;174;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RAN;VES;GUD;G_C_11;v109;8.67;3029;5.87;1925;ww;174;NA;NA;NA;196;239.6495166;22;210;362.0629548;36;218;435.9459558;44;239;695.0080707;65
RAN;VES;GUD;G_P_5;v110;8.67;3029;5.87;1925;ww;174;NA;NA;NA;196;239.6495166;22;204;305.6636946;30;218;435.9459558;44;239;695.0080707;65
RAN;VES;GUD;G_C_9;v111;8.67;3029;5.87;1925;ww;174;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RAN;VES;SKJ;S_C_10;v112;8.67;3029;6.58;2725;wa;174;NA;NA;NA;188;165.2710541;14;204;305.6636946;30;218;435.9459558;44;239;695.0080707;65
RAN;VES;SKJ;S_C_5;v113;8.67;3029;6.58;2725;wa;174;NA;NA;NA;188;165.2710541;14;196;239.6495166;22;204;305.6636946;30;NA;NA;NA
RAN;VES;GUD;G_C_8;v114;8.67;3029;5.87;1925;ww;174;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RAN;VES;VES;V_P_5;v115;8.67;3029;8.67;3029;c;174;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RAN;VES;VES;V_P_4;v116;8.67;3029;8.67;3029;c;174;188;165.2710541;14;NA;NA;NA;196;239.6495166;22;210;362.0629548;36;239;695.0080707;65
RAN;VES;GUD;G_P_6;v117;8.67;3029;5.87;1925;ww;174;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RAN;VES;VES;V_C_5;v118;8.67;3029;8.67;3029;c;174;NA;NA;NA;188;165.2710541;14;210;362.0629548;36;224;495.2005956;50;239;695.0080707;65
RAN;VES;SKJ;S_P_5;v119;8.67;3029;6.58;2725;wa;174;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
